y,y_pred,cnf,avg_time
0,0,0.9205378293991089,0.0003455581199999358
0,0,0.9994499087333679,0.0003455581199999358
0,0,0.9205378293991089,0.0003455581199999358
0,0,0.9205378293991089,0.0003455581199999358
0,0,0.9953429698944092,0.0003455581199999358
0,0,0.9969263672828674,0.0003455581199999358
1,1,0.9042345285415649,0.0003455581199999358
1,0,0.9205378293991089,0.0003455581199999358
1,1,0.9408143162727356,0.0003455581199999358
1,1,0.9105626940727234,0.0003455581199999358
1,1,0.9448217153549194,0.0003455581199999358
0,0,0.9920889139175415,0.0003455581199999358
0,0,0.9205378293991089,0.0003455581199999358
0,0,0.9205378293991089,0.0003455581199999358
0,0,0.7553776502609253,0.0003455581199999358
0,0,0.9958862662315369,0.0003455581199999358
1,1,0.9408143162727356,0.0003455581199999358
1,1,0.9408143162727356,0.0003455581199999358
0,0,0.9205378293991089,0.0003455581199999358
1,1,0.9408143162727356,0.0003455581199999358
1,1,0.8526288866996765,0.0003455581199999358
0,0,0.9944412112236023,0.0003455581199999358
0,0,0.9205378293991089,0.0003455581199999358
1,1,0.8454755544662476,0.0003455581199999358
1,1,0.956462025642395,0.0003455581199999358
0,0,0.9205378293991089,0.0003148753199999987
1,1,0.8262974619865417,0.0003148753199999987
1,1,0.9411522746086121,0.0003148753199999987
0,0,0.9205378293991089,0.0003148753199999987
1,0,0.9205378293991089,0.0003148753199999987
1,1,0.8565229177474976,0.0003148753199999987
0,0,0.9205378293991089,0.0003148753199999987
0,0,0.9943432807922363,0.0003148753199999987
0,0,0.9205378293991089,0.0003148753199999987
0,0,0.9205378293991089,0.0003148753199999987
0,0,0.9205378293991089,0.0003148753199999987
0,0,0.9205378293991089,0.0003148753199999987
0,0,0.9205378293991089,0.0003148753199999987
0,0,0.9205378293991089,0.0003148753199999987
1,1,0.9036616683006287,0.0003148753199999987
0,0,0.9205378293991089,0.0003148753199999987
1,1,0.9352918267250061,0.0003148753199999987
0,0,0.9994599223136902,0.0003148753199999987
1,1,0.6037580966949463,0.0003148753199999987
1,1,0.9672214388847351,0.0003148753199999987
1,1,0.8274372220039368,0.0003148753199999987
0,1,0.827536940574646,0.0003148753199999987
0,0,0.9205378293991089,0.0003148753199999987
1,1,0.9723003506660461,0.0003148753199999987
1,1,0.932371199131012,0.0003148753199999987
0,0,0.998815655708313,0.000310481159999938
1,1,0.7667475342750549,0.000310481159999938
1,1,0.9398301243782043,0.000310481159999938
0,1,0.7466023564338684,0.000310481159999938
0,0,0.9205378293991089,0.000310481159999938
1,1,0.9724278450012207,0.000310481159999938
1,1,0.7465255856513977,0.000310481159999938
0,0,0.9205378293991089,0.000310481159999938
0,0,0.9205378293991089,0.000310481159999938
1,1,0.8963227868080139,0.000310481159999938
0,0,0.9205378293991089,0.000310481159999938
0,0,0.9205378293991089,0.000310481159999938
0,0,0.7543711066246033,0.000310481159999938
0,0,0.9205378293991089,0.000310481159999938
0,0,0.9205378293991089,0.000310481159999938
1,0,0.9205378293991089,0.000310481159999938
0,0,0.9205378293991089,0.000310481159999938
1,1,0.9347255825996399,0.000310481159999938
1,1,0.9042345285415649,0.000310481159999938
1,0,0.6414461135864258,0.000310481159999938
