y,y_exit_1,cnf_exit_1,bb_time_exit_1,exit_time_exit_1,y_exit_2,cnf_exit_2,bb_time_exit_2,exit_time_exit_2
1,1,0.9302541613578796,0.002925368799997159,4.815624000002572e-05,1,0.9055252075195312,0.09610324424000283,0.040758229279999794
0,0,0.9028471112251282,0.002925368799997159,4.815624000002572e-05,0,0.9213253259658813,0.09610324424000283,0.040758229279999794
0,0,0.9908232688903809,0.002925368799997159,4.815624000002572e-05,0,0.999754011631012,0.09610324424000283,0.040758229279999794
1,0,0.9028471112251282,0.002925368799997159,4.815624000002572e-05,0,0.9213253259658813,0.09610324424000283,0.040758229279999794
0,0,0.9879298210144043,0.002925368799997159,4.815624000002572e-05,0,0.9985406398773193,0.09610324424000283,0.040758229279999794
0,0,0.9028471112251282,0.002925368799997159,4.815624000002572e-05,0,0.9213253259658813,0.09610324424000283,0.040758229279999794
1,1,0.837485671043396,0.002925368799997159,4.815624000002572e-05,1,0.9285667538642883,0.09610324424000283,0.040758229279999794
0,0,0.9028471112251282,0.002925368799997159,4.815624000002572e-05,0,0.9213253259658813,0.09610324424000283,0.040758229279999794
1,1,0.9247453212738037,0.002925368799997159,4.815624000002572e-05,1,0.916743278503418,0.09610324424000283,0.040758229279999794
0,0,0.9028471112251282,0.002925368799997159,4.815624000002572e-05,0,0.9213253259658813,0.09610324424000283,0.040758229279999794
0,1,0.6573688983917236,0.002925368799997159,4.815624000002572e-05,1,0.5999016761779785,0.09610324424000283,0.040758229279999794
0,0,0.9028471112251282,0.002925368799997159,4.815624000002572e-05,0,0.9213253259658813,0.09610324424000283,0.040758229279999794
0,0,0.9028471112251282,0.002925368799997159,4.815624000002572e-05,0,0.9213253259658813,0.09610324424000283,0.040758229279999794
0,0,0.9893484115600586,0.002925368799997159,4.815624000002572e-05,0,0.999805748462677,0.09610324424000283,0.040758229279999794
1,1,0.9744299054145813,0.002925368799997159,4.815624000002572e-05,1,0.8834108710289001,0.09610324424000283,0.040758229279999794
1,1,0.837485671043396,0.002925368799997159,4.815624000002572e-05,1,0.9285667538642883,0.09610324424000283,0.040758229279999794
0,0,0.9028471112251282,0.002925368799997159,4.815624000002572e-05,0,0.9213253259658813,0.09610324424000283,0.040758229279999794
0,0,0.9028471112251282,0.002925368799997159,4.815624000002572e-05,0,0.9213253259658813,0.09610324424000283,0.040758229279999794
1,1,0.906807005405426,0.002925368799997159,4.815624000002572e-05,1,0.9217003583908081,0.09610324424000283,0.040758229279999794
1,1,0.9190240502357483,0.002925368799997159,4.815624000002572e-05,1,0.7837282419204712,0.09610324424000283,0.040758229279999794
1,1,0.837485671043396,0.002925368799997159,4.815624000002572e-05,1,0.9285667538642883,0.09610324424000283,0.040758229279999794
1,1,0.7298926711082458,0.002925368799997159,4.815624000002572e-05,1,0.9276127219200134,0.09610324424000283,0.040758229279999794
1,1,0.9190240502357483,0.002925368799997159,4.815624000002572e-05,1,0.7837282419204712,0.09610324424000283,0.040758229279999794
0,0,0.9028471112251282,0.002925368799997159,4.815624000002572e-05,0,0.9213253259658813,0.09610324424000283,0.040758229279999794
1,1,0.9302541613578796,0.002925368799997159,4.815624000002572e-05,1,0.9055252075195312,0.09610324424000283,0.040758229279999794
1,1,0.837485671043396,0.0034360708399981377,4.848959999890212e-05,1,0.9285667538642883,0.09487381295999966,0.02694613759999811
1,1,0.7834681868553162,0.0034360708399981377,4.848959999890212e-05,1,0.8435035943984985,0.09487381295999966,0.02694613759999811
0,0,0.9880101084709167,0.0034360708399981377,4.848959999890212e-05,0,0.9985912442207336,0.09487381295999966,0.02694613759999811
0,0,0.9028471112251282,0.0034360708399981377,4.848959999890212e-05,0,0.9213253259658813,0.09487381295999966,0.02694613759999811
0,0,0.9028471112251282,0.0034360708399981377,4.848959999890212e-05,0,0.9213253259658813,0.09487381295999966,0.02694613759999811
1,1,0.837485671043396,0.0034360708399981377,4.848959999890212e-05,1,0.9285667538642883,0.09487381295999966,0.02694613759999811
1,1,0.9302541613578796,0.0034360708399981377,4.848959999890212e-05,1,0.9055252075195312,0.09487381295999966,0.02694613759999811
