y,y_pred,cnf,avg_time
1,1,0.9205204248428345,0.004289677880000013
1,1,0.9051969647407532,0.004289677880000013
1,1,0.9535167217254639,0.004289677880000013
0,0,0.9869101643562317,0.004289677880000013
0,0,0.944117546081543,0.004289677880000013
1,1,0.9205204248428345,0.004289677880000013
0,0,0.944117546081543,0.004289677880000013
0,0,0.944117546081543,0.004289677880000013
1,1,0.9067152738571167,0.004289677880000013
1,1,0.9205820560455322,0.004289677880000013
0,0,0.944117546081543,0.004289677880000013
1,1,0.7416434288024902,0.004289677880000013
1,1,0.8587839007377625,0.004289677880000013
0,0,0.944117546081543,0.004289677880000013
1,1,0.9535167217254639,0.004289677880000013
1,0,0.944117546081543,0.004289677880000013
0,1,0.8928821086883545,0.004289677880000013
1,1,0.9740524888038635,0.004289677880000013
0,0,0.944117546081543,0.004289677880000013
0,0,0.944117546081543,0.004289677880000013
0,0,0.944117546081543,0.004289677880000013
0,0,0.944117546081543,0.004289677880000013
1,1,0.7865774631500244,0.004289677880000013
0,0,0.944117546081543,0.004289677880000013
1,1,0.8344697952270508,0.004289677880000013
0,0,0.944117546081543,0.004231745200000034
1,1,0.9205204248428345,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
1,1,0.879585862159729,0.004231745200000034
1,1,0.8833649158477783,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
0,0,0.9996399879455566,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
1,1,0.6296849846839905,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
1,1,0.8348355293273926,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
1,1,0.9168537855148315,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
1,1,0.9187447428703308,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
0,0,0.9997557997703552,0.004231745200000034
0,0,0.944117546081543,0.004231745200000034
1,1,0.9205204248428345,0.004355855920000025
0,0,0.9997214674949646,0.004355855920000025
1,1,0.9168561100959778,0.004355855920000025
0,0,0.9997156262397766,0.004355855920000025
0,0,0.944117546081543,0.004355855920000025
1,1,0.9357172846794128,0.004355855920000025
0,1,0.8348355293273926,0.004355855920000025
1,1,0.9587884545326233,0.004355855920000025
1,1,0.9182352423667908,0.004355855920000025
1,1,0.9200308918952942,0.004355855920000025
0,0,0.944117546081543,0.004355855920000025
0,0,0.944117546081543,0.004355855920000025
1,1,0.9690024852752686,0.004355855920000025
0,0,0.944117546081543,0.004355855920000025
1,1,0.8869976997375488,0.004355855920000025
1,1,0.9142759442329407,0.004355855920000025
1,1,0.8725875020027161,0.004355855920000025
0,0,0.944117546081543,0.004355855920000025
0,0,0.9997797608375549,0.004355855920000025
1,1,0.9205204248428345,0.004355855920000025
0,0,0.944117546081543,0.004355855920000025
1,1,0.9169386625289917,0.004355855920000025
1,1,0.9619423747062683,0.004355855920000025
0,0,0.944117546081543,0.004355855920000025
0,0,0.944117546081543,0.004355855920000025
1,1,0.8875141739845276,0.0043749375199999465
1,0,0.9440906643867493,0.0043749375199999465
0,0,0.944117546081543,0.0043749375199999465
1,1,0.9260210394859314,0.0043749375199999465
1,1,0.6248258352279663,0.0043749375199999465
1,1,0.9535167217254639,0.0043749375199999465
1,1,0.9462159872055054,0.0043749375199999465
1,1,0.8039333820343018,0.0043749375199999465
1,1,0.9147467017173767,0.0043749375199999465
0,1,0.9205820560455322,0.0043749375199999465
0,0,0.944117546081543,0.0043749375199999465
1,1,0.8338877558708191,0.0043749375199999465
0,0,0.944117546081543,0.0043749375199999465
1,1,0.9205204248428345,0.0043749375199999465
1,1,0.9205204248428345,0.0043749375199999465
0,1,0.8110986948013306,0.0043749375199999465
1,1,0.7418370246887207,0.0043749375199999465
1,1,0.9625006318092346,0.0043749375199999465
1,1,0.8039333820343018,0.0043749375199999465
1,1,0.920080840587616,0.0043749375199999465
1,1,0.953068733215332,0.0043749375199999465
0,0,0.9987930059432983,0.0043749375199999465
