y,y_pred,cnf,avg_time
1,1,0.9347255229949951,0.1250248043600004
0,0,0.9205378293991089,0.1250248043600004
0,0,0.999606192111969,0.1250248043600004
1,0,0.9205378293991089,0.1250248043600004
0,0,0.9960339665412903,0.1250248043600004
0,0,0.9205378293991089,0.1250248043600004
1,1,0.9408143162727356,0.1250248043600004
0,0,0.9205378293991089,0.1250248043600004
1,1,0.9721680879592896,0.1250248043600004
0,0,0.9205378293991089,0.1250248043600004
0,1,0.7847689986228943,0.1250248043600004
0,0,0.9205378293991089,0.1250248043600004
0,0,0.9205378293991089,0.1250248043600004
0,0,0.9997852444648743,0.1250248043600004
1,1,0.8632774949073792,0.1250248043600004
1,1,0.9408143162727356,0.1250248043600004
0,0,0.9205378293991089,0.1250248043600004
0,0,0.9205378293991089,0.1250248043600004
1,1,0.9603478908538818,0.1250248043600004
1,1,0.8454755544662476,0.1250248043600004
1,1,0.9408143162727356,0.1250248043600004
1,1,0.9314252734184265,0.1250248043600004
1,1,0.8454755544662476,0.1250248043600004
0,0,0.9205378293991089,0.1250248043600004
1,1,0.9347255229949951,0.1250248043600004
1,1,0.9408143162727356,0.12275645652000094
1,1,0.97764652967453,0.12275645652000094
0,0,0.9961434006690979,0.12275645652000094
0,0,0.9205378293991089,0.12275645652000094
0,0,0.9205378293991089,0.12275645652000094
1,1,0.9408143162727356,0.12275645652000094
1,1,0.9347255229949951,0.12275645652000094
0,0,0.9205378293991089,0.12275645652000094
0,0,0.9205378293991089,0.12275645652000094
0,0,0.9919252991676331,0.12275645652000094
1,1,0.9339494705200195,0.12275645652000094
1,1,0.9937716126441956,0.12275645652000094
0,0,0.9995847344398499,0.12275645652000094
1,1,0.9408143162727356,0.12275645652000094
1,0,0.6232057809829712,0.12275645652000094
1,1,0.9285748600959778,0.12275645652000094
1,1,0.9728662967681885,0.12275645652000094
1,0,0.9204562902450562,0.12275645652000094
0,0,0.9205378293991089,0.12275645652000094
0,0,0.9996029734611511,0.12275645652000094
1,1,0.9146307110786438,0.12275645652000094
1,1,0.9311339259147644,0.12275645652000094
0,0,0.9919857978820801,0.12275645652000094
0,0,0.9992449283599854,0.12275645652000094
0,1,0.9347255229949951,0.12275645652000094
0,0,0.9205378293991089,0.1295164129600016
1,1,0.9786770343780518,0.1295164129600016
0,0,0.9205378293991089,0.1295164129600016
1,1,0.9408143162727356,0.1295164129600016
0,0,0.9999094009399414,0.1295164129600016
0,0,0.991919994354248,0.1295164129600016
1,1,0.9408143162727356,0.1295164129600016
1,0,0.9204562902450562,0.1295164129600016
1,1,0.9813311696052551,0.1295164129600016
0,0,0.9995025396347046,0.1295164129600016
1,1,0.9408143162727356,0.1295164129600016
0,1,0.8287035226821899,0.1295164129600016
1,1,0.9347255229949951,0.1295164129600016
1,1,0.9408143162727356,0.1295164129600016
0,0,0.9205378293991089,0.1295164129600016
1,1,0.9042345285415649,0.1295164129600016
0,1,0.8680780529975891,0.1295164129600016
1,1,0.9303808808326721,0.1295164129600016
0,0,0.9932354092597961,0.1295164129600016
1,1,0.988857626914978,0.1295164129600016
1,1,0.9698005318641663,0.1295164129600016
1,1,0.9048503637313843,0.1295164129600016
1,1,0.9669823050498962,0.1295164129600016
1,1,0.9408143162727356,0.1295164129600016
0,0,0.9956931471824646,0.1295164129600016
0,0,0.9205378293991089,0.12405244644000049
1,1,0.9408143162727356,0.12405244644000049
0,0,0.9205378293991089,0.12405244644000049
0,0,0.9959889054298401,0.12405244644000049
1,1,0.9408143162727356,0.12405244644000049
1,1,0.9408143162727356,0.12405244644000049
1,1,0.9797155857086182,0.12405244644000049
1,1,0.9408143162727356,0.12405244644000049
0,0,0.9205378293991089,0.12405244644000049
1,1,0.9764102697372437,0.12405244644000049
1,0,0.9204562902450562,0.12405244644000049
1,1,0.9347255229949951,0.12405244644000049
0,0,0.9205378293991089,0.12405244644000049
1,1,0.9751723408699036,0.12405244644000049
0,0,0.9205378293991089,0.12405244644000049
0,0,0.9205378293991089,0.12405244644000049
1,1,0.864256739616394,0.12405244644000049
0,0,0.5330721139907837,0.12405244644000049
0,0,0.9205378293991089,0.12405244644000049
0,0,0.9205378293991089,0.12405244644000049
1,1,0.9408143162727356,0.12405244644000049
0,0,0.9205378293991089,0.12405244644000049
1,1,0.9042345285415649,0.12405244644000049
1,1,0.9408143162727356,0.12405244644000049
0,0,0.9957917928695679,0.12405244644000049
1,1,0.8454755544662476,0.12720066060000135
1,1,0.9408143162727356,0.12720066060000135
1,1,0.9380417466163635,0.12720066060000135
0,0,0.9205378293991089,0.12720066060000135
1,1,0.9408143162727356,0.12720066060000135
1,0,0.9204562902450562,0.12720066060000135
1,1,0.8226233124732971,0.12720066060000135
0,0,0.9205378293991089,0.12720066060000135
1,1,0.9408143162727356,0.12720066060000135
0,0,0.9995906949043274,0.12720066060000135
0,0,0.9920012950897217,0.12720066060000135
0,0,0.9995941519737244,0.12720066060000135
0,1,0.5794101357460022,0.12720066060000135
1,1,0.9579489827156067,0.12720066060000135
0,1,0.8924339413642883,0.12720066060000135
1,1,0.9573380947113037,0.12720066060000135
1,1,0.9760159254074097,0.12720066060000135
0,1,0.6195647716522217,0.12720066060000135
0,0,0.9205378293991089,0.12720066060000135
0,0,0.9205378293991089,0.12720066060000135
1,1,0.9293634295463562,0.12720066060000135
0,1,0.9805392026901245,0.12720066060000135
1,1,0.8956490755081177,0.12720066060000135
1,1,0.9347255229949951,0.12720066060000135
0,0,0.9996092915534973,0.12720066060000135
1,1,0.9042345285415649,0.12839742147999914
0,0,0.9205378293991089,0.12839742147999914
0,0,0.9962694644927979,0.12839742147999914
1,1,0.8588623404502869,0.12839742147999914
0,0,0.9995489716529846,0.12839742147999914
0,0,0.9205378293991089,0.12839742147999914
1,1,0.9479466080665588,0.12839742147999914
1,1,0.7986600995063782,0.12839742147999914
1,1,0.7472784519195557,0.12839742147999914
0,0,0.9205378293991089,0.12839742147999914
0,1,0.8183902502059937,0.12839742147999914
