y,y_pred,cnf,avg_time
0,0,0.944117546081543,0.137132725320007
0,0,0.9997686743736267,0.137132725320007
0,0,0.944117546081543,0.137132725320007
0,0,0.944117546081543,0.137132725320007
0,0,0.9967893362045288,0.137132725320007
0,0,0.9982156753540039,0.137132725320007
1,1,0.8752147555351257,0.137132725320007
1,0,0.944117546081543,0.137132725320007
1,1,0.9205204248428345,0.137132725320007
1,1,0.8371572494506836,0.137132725320007
1,1,0.9235290288925171,0.137132725320007
0,0,0.9916532635688782,0.137132725320007
0,0,0.944117546081543,0.137132725320007
0,0,0.944117546081543,0.137132725320007
0,0,0.7765164375305176,0.137132725320007
0,0,0.9972392320632935,0.137132725320007
1,1,0.9205204248428345,0.137132725320007
1,1,0.9205204248428345,0.137132725320007
0,0,0.944117546081543,0.137132725320007
1,1,0.9205204248428345,0.137132725320007
1,1,0.8110986948013306,0.137132725320007
0,0,0.995907187461853,0.137132725320007
0,0,0.944117546081543,0.137132725320007
1,1,0.8039333820343018,0.137132725320007
1,1,0.90870201587677,0.137132725320007
0,0,0.944117546081543,0.12392124008001701
1,1,0.8941011428833008,0.12392124008001701
1,1,0.9161574840545654,0.12392124008001701
0,0,0.944117546081543,0.12392124008001701
1,0,0.944117546081543,0.12392124008001701
1,1,0.8326635360717773,0.12392124008001701
0,0,0.944117546081543,0.12392124008001701
0,0,0.9957767724990845,0.12392124008001701
0,0,0.944117546081543,0.12392124008001701
0,0,0.944117546081543,0.12392124008001701
0,0,0.944117546081543,0.12392124008001701
0,0,0.944117546081543,0.12392124008001701
0,0,0.944117546081543,0.12392124008001701
0,0,0.944117546081543,0.12392124008001701
1,1,0.9438770413398743,0.12392124008001701
0,0,0.944117546081543,0.12392124008001701
1,1,0.9283655285835266,0.12392124008001701
0,0,0.9995542168617249,0.12392124008001701
1,1,0.5996107459068298,0.12392124008001701
1,1,0.8854311108589172,0.12392124008001701
1,1,0.8941066861152649,0.12392124008001701
0,1,0.8941073417663574,0.12392124008001701
0,0,0.944117546081543,0.12392124008001701
1,1,0.9184785485267639,0.12392124008001701
1,1,0.8673784732818604,0.12392124008001701
0,0,0.9992388486862183,0.13571027959998902
1,1,0.8448471426963806,0.13571027959998902
1,1,0.9183463454246521,0.13571027959998902
0,1,0.7416689991950989,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
1,1,0.8857741355895996,0.13571027959998902
1,1,0.7416176795959473,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
1,1,0.8338877558708191,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
0,0,0.776059091091156,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
1,0,0.944117546081543,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
1,1,0.8974739909172058,0.13571027959998902
1,1,0.8752147555351257,0.13571027959998902
1,0,0.684984564781189,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
1,1,0.9205204248428345,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
1,1,0.9205204248428345,0.13571027959998902
0,0,0.944117546081543,0.13571027959998902
0,0,0.944117546081543,0.13357168163998723
0,0,0.944117546081543,0.13357168163998723
0,0,0.944117546081543,0.13357168163998723
1,1,0.8869152069091797,0.13357168163998723
1,1,0.9043563604354858,0.13357168163998723
0,0,0.944117546081543,0.13357168163998723
0,0,0.944117546081543,0.13357168163998723
1,0,0.6813852787017822,0.13357168163998723
1,1,0.7416834831237793,0.13357168163998723
0,0,0.944117546081543,0.13357168163998723
1,1,0.8866138458251953,0.13357168163998723
1,1,0.9205204248428345,0.13357168163998723
0,0,0.944117546081543,0.13357168163998723
1,1,0.8573617339134216,0.13357168163998723
0,0,0.944117546081543,0.13357168163998723
0,0,0.944117546081543,0.13357168163998723
1,1,0.9176715612411499,0.13357168163998723
1,1,0.8039333820343018,0.13357168163998723
0,0,0.944117546081543,0.13357168163998723
0,0,0.931856632232666,0.13357168163998723
0,1,0.8326635360717773,0.13357168163998723
1,1,0.8948304653167725,0.13357168163998723
0,0,0.944117546081543,0.13357168163998723
1,1,0.8633495569229126,0.13357168163998723
0,0,0.9996515512466431,0.13357168163998723
1,1,0.6052923202514648,0.13704133819999698
1,1,0.8220831751823425,0.13704133819999698
0,0,0.999727189540863,0.13704133819999698
1,0,0.6814373731613159,0.13704133819999698
0,0,0.9978387951850891,0.13704133819999698
1,1,0.9205204248428345,0.13704133819999698
1,1,0.8675367832183838,0.13704133819999698
0,0,0.944117546081543,0.13704133819999698
1,0,0.6814922094345093,0.13704133819999698
0,0,0.944117546081543,0.13704133819999698
0,0,0.944117546081543,0.13704133819999698
0,0,0.944117546081543,0.13704133819999698
0,0,0.9805206656455994,0.13704133819999698
