y,y_pred,cnf,avg_time
1,1,0.9205204248428345,6.166939999999954e-05
1,1,0.8974739909172058,6.166939999999954e-05
0,0,0.775629997253418,6.166939999999954e-05
1,1,0.8039333820343018,6.166939999999954e-05
1,1,0.8221750855445862,6.166939999999954e-05
0,0,0.9441174268722534,6.166939999999954e-05
1,0,0.7775837182998657,6.166939999999954e-05
1,1,0.8974739909172058,6.166939999999954e-05
1,1,0.8974739909172058,6.166939999999954e-05
0,0,0.9441174268722534,6.166939999999954e-05
1,1,0.9205204248428345,6.166939999999954e-05
0,0,0.9995417594909668,6.166939999999954e-05
1,1,0.9811680316925049,6.166939999999954e-05
1,0,0.6813114285469055,6.166939999999954e-05
1,1,0.9205204248428345,6.166939999999954e-05
1,1,0.9205204248428345,6.166939999999954e-05
1,1,0.9205204248428345,6.166939999999954e-05
1,1,0.9205204248428345,6.166939999999954e-05
0,0,0.9990677237510681,6.166939999999954e-05
0,0,0.9997627139091492,6.166939999999954e-05
0,0,0.9441174268722534,6.166939999999954e-05
0,0,0.9318568706512451,6.166939999999954e-05
0,0,0.9441174268722534,6.166939999999954e-05
1,1,0.874043881893158,6.166939999999954e-05
1,1,0.8974739909172058,6.166939999999954e-05
0,0,0.9441174268722534,6.043516000005411e-05
0,0,0.9997360110282898,6.043516000005411e-05
1,1,0.9205204248428345,6.043516000005411e-05
1,1,0.8771346807479858,6.043516000005411e-05
0,0,0.9997902512550354,6.043516000005411e-05
1,0,0.7365872859954834,6.043516000005411e-05
0,0,0.9441174268722534,6.043516000005411e-05
0,1,0.8752147555351257,6.043516000005411e-05
0,0,0.9441174268722534,6.043516000005411e-05
1,1,0.9205204248428345,6.043516000005411e-05
0,0,0.7360904216766357,6.043516000005411e-05
1,1,0.8974739909172058,6.043516000005411e-05
1,1,0.9304521083831787,6.043516000005411e-05
1,1,0.887596607208252,6.043516000005411e-05
1,1,0.9451665282249451,6.043516000005411e-05
0,1,0.9205204248428345,6.043516000005411e-05
0,0,0.9441174268722534,6.043516000005411e-05
1,1,0.9525502324104309,6.043516000005411e-05
1,1,0.908348560333252,6.043516000005411e-05
0,0,0.9441174268722534,6.043516000005411e-05
1,0,0.7759512066841125,6.043516000005411e-05
1,1,0.9205204248428345,6.043516000005411e-05
1,1,0.8868443965911865,6.043516000005411e-05
0,0,0.9441174268722534,6.043516000005411e-05
0,0,0.9997352957725525,6.043516000005411e-05
1,1,0.9205204248428345,5.921700000001806e-05
1,1,0.8039333820343018,5.921700000001806e-05
0,0,0.9441174268722534,5.921700000001806e-05
1,1,0.9525940418243408,5.921700000001806e-05
1,1,0.9205204248428345,5.921700000001806e-05
1,1,0.7417822480201721,5.921700000001806e-05
1,1,0.8681374192237854,5.921700000001806e-05
0,0,0.9441174268722534,5.921700000001806e-05
0,0,0.9441174268722534,5.921700000001806e-05
1,1,0.9205204248428345,5.921700000001806e-05
1,1,0.8785743117332458,5.921700000001806e-05
1,1,0.9825049042701721,5.921700000001806e-05
0,0,0.9441174268722534,5.921700000001806e-05
1,1,0.9133983850479126,5.921700000001806e-05
1,1,0.801223635673523,5.921700000001806e-05
0,0,0.9441174268722534,5.921700000001806e-05
0,0,0.9441174268722534,5.921700000001806e-05
1,1,0.9205204248428345,5.921700000001806e-05
1,1,0.904975414276123,5.921700000001806e-05
1,1,0.8984431028366089,5.921700000001806e-05
0,0,0.99699866771698,5.921700000001806e-05
0,0,0.9441174268722534,5.921700000001806e-05
1,1,0.9060289859771729,5.921700000001806e-05
0,0,0.9441174268722534,5.921700000001806e-05
1,1,0.9205204248428345,5.921700000001806e-05
1,1,0.630210280418396,5.895412000000988e-05
1,1,0.8974739909172058,5.895412000000988e-05
0,0,0.9441174268722534,5.895412000000988e-05
1,1,0.9205204248428345,5.895412000000988e-05
1,1,0.8583289980888367,5.895412000000988e-05
0,0,0.9441174268722534,5.895412000000988e-05
1,1,0.9386650919914246,5.895412000000988e-05
0,0,0.9441174268722534,5.895412000000988e-05
0,0,0.9441174268722534,5.895412000000988e-05
1,1,0.8675532341003418,5.895412000000988e-05
0,0,0.9441174268722534,5.895412000000988e-05
1,1,0.8039333820343018,5.895412000000988e-05
1,1,0.8344697952270508,5.895412000000988e-05
1,1,0.9528940320014954,5.895412000000988e-05
0,1,0.5500966310501099,5.895412000000988e-05
1,1,0.9032154679298401,5.895412000000988e-05
0,0,0.9997594952583313,5.895412000000988e-05
1,1,0.8327736258506775,5.895412000000988e-05
0,0,0.9441174268722534,5.895412000000988e-05
1,0,0.9440907835960388,5.895412000000988e-05
1,1,0.9205204248428345,5.895412000000988e-05
1,1,0.9205820560455322,5.895412000000988e-05
1,1,0.9205204248428345,5.895412000000988e-05
1,1,0.8770788311958313,5.895412000000988e-05
1,1,0.8974739909172058,5.895412000000988e-05
1,1,0.8039333820343018,5.859300000011558e-05
0,0,0.9441174268722534,5.859300000011558e-05
1,1,0.8147354125976562,5.859300000011558e-05
0,0,0.9441174268722534,5.859300000011558e-05
1,0,0.6814008951187134,5.859300000011558e-05
0,0,0.9441174268722534,5.859300000011558e-05
0,0,0.9441174268722534,5.859300000011558e-05
1,1,0.8430850505828857,5.859300000011558e-05
0,1,0.8326635956764221,5.859300000011558e-05
0,0,0.9441174268722534,5.859300000011558e-05
1,1,0.5063336491584778,5.859300000011558e-05
1,1,0.9146485924720764,5.859300000011558e-05
1,1,0.9205204248428345,5.859300000011558e-05
0,0,0.9441174268722534,5.859300000011558e-05
1,1,0.8784536719322205,5.859300000011558e-05
1,1,0.8821719288825989,5.859300000011558e-05
0,0,0.9441174268722534,5.859300000011558e-05
1,0,0.6829790472984314,5.859300000011558e-05
0,0,0.9441174268722534,5.859300000011558e-05
1,1,0.914711594581604,5.859300000011558e-05
1,1,0.8511368036270142,5.859300000011558e-05
1,1,0.8344697952270508,5.859300000011558e-05
1,1,0.9870451092720032,5.859300000011558e-05
0,1,0.9205204248428345,5.859300000011558e-05
1,1,0.8798967003822327,5.859300000011558e-05
1,1,0.8583289980888367,5.80323599999133e-05
1,1,0.9205204248428345,5.80323599999133e-05
1,1,0.8682802319526672,5.80323599999133e-05
0,0,0.9441174268722534,5.80323599999133e-05
