y,y_exit_1,cnf_exit_1,bb_time_exit_1,exit_time_exit_1,y_exit_2,cnf_exit_2,bb_time_exit_2,exit_time_exit_2
1,1,0.837485671043396,0.00020750108000015645,4.992959999299273e-06,1,0.9285667538642883,0.0018070411600001534,0.0019851660400001946
0,0,0.9028471112251282,0.00020750108000015645,4.992959999299273e-06,0,0.9213253259658813,0.0018070411600001534,0.0019851660400001946
0,0,0.9908162355422974,0.00020750108000015645,4.992959999299273e-06,0,0.999755322933197,0.0018070411600001534,0.0019851660400001946
0,1,0.7705260515213013,0.00020750108000015645,4.992959999299273e-06,1,0.7518090009689331,0.0018070411600001534,0.0019851660400001946
1,1,0.837485671043396,0.00020750108000015645,4.992959999299273e-06,1,0.9285667538642883,0.0018070411600001534,0.0019851660400001946
1,1,0.837485671043396,0.00020750108000015645,4.992959999299273e-06,1,0.9285667538642883,0.0018070411600001534,0.0019851660400001946
1,1,0.8533170819282532,0.00020750108000015645,4.992959999299273e-06,1,0.9403097629547119,0.0018070411600001534,0.0019851660400001946
0,0,0.9028471112251282,0.00020750108000015645,4.992959999299273e-06,0,0.9213253259658813,0.0018070411600001534,0.0019851660400001946
0,1,0.837485671043396,0.00020750108000015645,4.992959999299273e-06,1,0.9285667538642883,0.0018070411600001534,0.0019851660400001946
0,0,0.9028471112251282,0.00020750108000015645,4.992959999299273e-06,0,0.9213253259658813,0.0018070411600001534,0.0019851660400001946
0,0,0.9028471112251282,0.00020750108000015645,4.992959999299273e-06,0,0.9213253259658813,0.0018070411600001534,0.0019851660400001946
0,1,0.837485671043396,0.00020750108000015645,4.992959999299273e-06,1,0.9285667538642883,0.0018070411600001534,0.0019851660400001946
1,1,0.837485671043396,0.00020750108000015645,4.992959999299273e-06,1,0.9285667538642883,0.0018070411600001534,0.0019851660400001946
0,1,0.7011708617210388,0.00020750108000015645,4.992959999299273e-06,0,0.6659215688705444,0.0018070411600001534,0.0019851660400001946
1,1,0.837485671043396,0.00020750108000015645,4.992959999299273e-06,1,0.9285667538642883,0.0018070411600001534,0.0019851660400001946
1,1,0.9709493517875671,0.00020750108000015645,4.992959999299273e-06,1,0.9387405514717102,0.0018070411600001534,0.0019851660400001946
1,1,0.9552326798439026,0.00020750108000015645,4.992959999299273e-06,1,0.9403678774833679,0.0018070411600001534,0.0019851660400001946
0,1,0.837485671043396,0.00020750108000015645,4.992959999299273e-06,1,0.9285667538642883,0.0018070411600001534,0.0019851660400001946
1,1,0.9238237738609314,0.00020750108000015645,4.992959999299273e-06,1,0.8264346718788147,0.0018070411600001534,0.0019851660400001946
1,1,0.8379923105239868,0.00020750108000015645,4.992959999299273e-06,1,0.9285699129104614,0.0018070411600001534,0.0019851660400001946
0,1,0.837485671043396,0.00020750108000015645,4.992959999299273e-06,1,0.9285667538642883,0.0018070411600001534,0.0019851660400001946
1,1,0.9302541613578796,0.00020750108000015645,4.992959999299273e-06,1,0.9055252075195312,0.0018070411600001534,0.0019851660400001946
1,1,0.79554283618927,0.00020750108000015645,4.992959999299273e-06,1,0.9224708080291748,0.0018070411600001534,0.0019851660400001946
